cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,32768,5120,6400,24,0,456.7883,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4701.27,999.99,0.0
256,32768,5120,25600,21,0,1746.4555,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,4918.5,469.81,0.0
256,32768,6400,5120,21,0,555.166,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3868.18,936.12,0.0
256,32768,12800,5120,24,0,1278.2909,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3359.93,747.49,0.0
256,32768,51200,5120,24,0,4120.485,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4169.38,866.5,0.0
256,4,16384,4096,22,0,21.86,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,24.56,1541.34,0.0
256,8,18432,16384,22,0,59.6071,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,81.06,2539.22,0.0
256,8,26624,16384,24,0,82.4334,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,84.67,2651.78,0.0
256,16,16384,16384,23,0,64.5006,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_224x256E,133.18,2091.04,0.0
256,16,16384,53248,22,0,172.551,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,161.79,2533.5,0.0
256,16,18432,16384,22,0,60.0972,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,160.8,2524.51,0.0
256,16,106496,16384,21,0,163.0693,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,342.4,5371.67,0.0
256,32,16384,53248,22,0,173.429,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,321.94,2526.15,0.0
256,32,18432,16384,22,0,63.2576,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,305.53,2409.78,0.0
256,64,16384,16384,22,0,61.7101,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,556.79,2217.45,0.0
256,64,16384,53248,22,0,178.4558,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,625.75,2465.65,0.0
256,64,18432,16384,22,0,63.2113,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,611.52,2434.35,0.0
256,128,18432,16384,22,0,67.9262,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,1138.14,2307.83,0.0
256,128,106496,16384,21,0,170.5967,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,2618.32,5279.86,0.0
256,256,106496,16384,22,0,422.1716,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,2116.09,2200.62,0.0
256,1024,106496,16384,24,0,921.4139,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3878.18,1192.63,0.0
